year,acquisition_date,acquisition_month,acquisition_year,candidate_for_composite,cloud_cover_land_pct,cloud_cover_scene_pct,collection_id,day_of_year,earth_engine_asset_id,epoch,has_positive_core_coverage,landsat7_orbit_drift_period,landsat_product_id,landsat_scene_id,relative_year,sensor_key,sensor_role,slc_off,system_index,valid_area_context_m2,valid_area_core_m2,valid_fraction_context,valid_fraction_core,wrs_path,wrs_row,selected_sensor_mode,quality_flag
2000,2000-12-28,12,2000,True,45.0,45.0,LANDSAT/LE07/C02/T1_L2,363,LANDSAT/LE07/C02/T1_L2/LE07_185058_20001228,2000,True,False,LE07_L2SP_185058_20001228_20200917_02_T1,LE71850582000363SGS00,0,LE07,supplemental,False,LE07_185058_20001228,81071537.07725139,15226394.505315337,0.10240086869255113,0.05255392171646228,185,58,primary_plus_supplemental,PASS
2001,2001-02-14,2,2001,True,24.0,24.0,LANDSAT/LE07/C02/T1_L2,45,LANDSAT/LE07/C02/T1_L2/LE07_185057_20010214,2001,True,False,LE07_L2SP_185057_20010214_20200917_02_T1,LE71850572001045SGS00,0,LE07,supplemental,False,LE07_185057_20010214,8104105.558276846,4498594.614194384,0.010236236773862048,0.015526905539321192,185,57,primary_plus_supplemental,LIMITED
2001,2001-02-14,2,2001,True,87.0,87.0,LANDSAT/LE07/C02/T1_L2,45,LANDSAT/LE07/C02/T1_L2/LE07_185058_20010214,2001,True,False,LE07_L2SP_185058_20010214_20200917_02_T1,LE71850582001045SGS00,0,LE07,supplemental,False,LE07_185058_20010214,32351784.28429506,16282771.295376886,0.04086330337253987,0.056200007669942736,185,58,primary_plus_supplemental,LIMITED
2001,2001-03-02,3,2001,True,12.0,12.0,LANDSAT/LE07/C02/T1_L2,61,LANDSAT/LE07/C02/T1_L2/LE07_185058_20010302,2001,True,False,LE07_L2SP_185058_20010302_20200917_02_T1,LE71850582001061EDC00,0,LE07,supplemental,False,LE07_185058_20010302,184331808.20855647,40876554.84943826,0.23282816594729927,0.14108548565756246,185,58,primary_plus_supplemental,LIMITED
2001,2001-03-18,3,2001,True,16.0,16.0,LANDSAT/LE07/C02/T1_L2,77,LANDSAT/LE07/C02/T1_L2/LE07_185058_20010318,2001,True,False,LE07_L2SP_185058_20010318_20200917_02_T1,LE71850582001077EDC00,0,LE07,supplemental,False,LE07_185058_20010318,77165685.3318594,16883179.017521873,0.097467415767743,0.05827231575420734,185,58,primary_plus_supplemental,LIMITED
2001,2001-06-06,6,2001,True,78.0,78.0,LANDSAT/LE07/C02/T1_L2,157,LANDSAT/LE07/C02/T1_L2/LE07_185057_20010606,2001,True,False,LE07_L2SP_185057_20010606_20200917_02_T1,LE71850572001157EDC01,0,LE07,supplemental,False,LE07_185057_20010606,146074759.31593496,46505290.36133171,0.18450596580836656,0.16051307407000345,185,57,primary_plus_supplemental,LIMITED
2001,2001-10-12,10,2001,True,84.0,84.0,LANDSAT/LE07/C02/T1_L2,285,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011012,2001,True,False,LE07_L2SP_185057_20011012_20200917_02_T1,LE71850572001285EDC00,0,LE07,supplemental,False,LE07_185057_20011012,16631820.952546962,9134453.430391677,0.021007532049835458,0.03152757866190153,185,57,primary_plus_supplemental,LIMITED
2001,2001-11-13,11,2001,True,48.0,48.0,LANDSAT/LE07/C02/T1_L2,317,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011113,2001,True,False,LE07_L2SP_185057_20011113_20200917_02_T1,LE71850572001317EDC00,0,LE07,supplemental,False,LE07_185057_20011113,154730298.71240118,60792000.07938759,0.19543871465160326,0.20982367244222003,185,57,primary_plus_supplemental,LIMITED
2001,2001-11-13,11,2001,True,87.0,87.0,LANDSAT/LE07/C02/T1_L2,317,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011113,2001,True,False,LE07_L2SP_185058_20011113_20200917_02_T1,LE71850582001317EDC00,0,LE07,supplemental,False,LE07_185058_20011113,70309668.81650703,12601190.134011665,0.08880763118423894,0.04349302519423924,185,58,primary_plus_supplemental,LIMITED
2001,2001-11-29,11,2001,True,84.0,84.0,LANDSAT/LE07/C02/T1_L2,333,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011129,2001,True,False,LE07_L2SP_185058_20011129_20200917_02_T1,LE71850582001333SGS00,0,LE07,supplemental,False,LE07_185058_20011129,52350732.4972175,12400174.79888557,0.06612382936934182,0.0427992204867402,185,58,primary_plus_supplemental,LIMITED
2001,2001-12-15,12,2001,True,59.0,59.0,LANDSAT/LE07/C02/T1_L2,349,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011215,2001,True,False,LE07_L2SP_185057_20011215_20200917_02_T1,LE71850572001349SGS00,0,LE07,supplemental,False,LE07_185057_20011215,39704450.49170089,4680857.510418102,0.05015040256898511,0.0161559861779854,185,57,primary_plus_supplemental,LIMITED
2001,2001-12-15,12,2001,True,75.0,75.0,LANDSAT/LE07/C02/T1_L2,349,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011215,2001,True,False,LE07_L2SP_185058_20011215_20200917_02_T1,LE71850582001349SGS00,0,LE07,supplemental,False,LE07_185058_20011215,22387647.377552703,563448.2239705403,0.028277674534028158,0.0019447423251440464,185,58,primary_plus_supplemental,LIMITED
2001,2001-12-31,12,2001,True,16.0,16.0,LANDSAT/LE07/C02/T1_L2,365,LANDSAT/LE07/C02/T1_L2/LE07_185057_20011231,2001,True,False,LE07_L2SP_185057_20011231_20200917_02_T1,LE71850572001365SGS00,0,LE07,supplemental,False,LE07_185057_20011231,446369646.68354255,167846355.3490225,0.5638062534182258,0.5793219278750953,185,57,primary_plus_supplemental,LIMITED
2001,2001-12-31,12,2001,True,37.0,37.0,LANDSAT/LE07/C02/T1_L2,365,LANDSAT/LE07/C02/T1_L2/LE07_185058_20011231,2001,True,False,LE07_L2SP_185058_20011231_20200917_02_T1,LE71850582001365SGS00,0,LE07,supplemental,False,LE07_185058_20011231,78979887.42165169,18480790.288456704,0.09975892122916716,0.06378647326777612,185,58,primary_plus_supplemental,LIMITED
2002,2002-01-16,1,2002,True,22.0,22.0,LANDSAT/LE07/C02/T1_L2,16,LANDSAT/LE07/C02/T1_L2/LE07_185057_20020116,2002,True,False,LE07_L2SP_185057_20020116_20200917_02_T1,LE71850572002016SGS00,0,LE07,supplemental,False,LE07_185057_20020116,68644617.82276946,27863329.161365464,0.08670451738717778,0.09617031917800656,185,57,primary_plus_supplemental,LIMITED
2002,2002-02-01,2,2002,True,22.0,22.0,LANDSAT/LE07/C02/T1_L2,32,LANDSAT/LE07/C02/T1_L2/LE07_185058_20020201,2002,True,False,LE07_L2SP_185058_20020201_20200916_02_T1,LE71850582002032EDC00,0,LE07,supplemental,False,LE07_185058_20020201,194080449.60857826,40517991.97177425,0.24514160397898688,0.13984790538886485,185,58,primary_plus_supplemental,LIMITED
2002,2002-02-17,2,2002,True,89.0,89.0,LANDSAT/LE07/C02/T1_L2,48,LANDSAT/LE07/C02/T1_L2/LE07_185057_20020217,2002,True,False,LE07_L2SP_185057_20020217_20200917_02_T1,LE71850572002048EDC00,0,LE07,supplemental,False,LE07_185057_20020217,81042226.1467898,28403512.701790128,0.10236384626952007,0.0980347634156814,185,57,primary_plus_supplemental,LIMITED
2002,2002-02-17,2,2002,True,53.0,53.0,LANDSAT/LE07/C02/T1_L2,48,LANDSAT/LE07/C02/T1_L2/LE07_185058_20020217,2002,True,False,LE07_L2SP_185058_20020217_20200916_02_T1,LE71850582002048EDC00,0,LE07,supplemental,False,LE07_185058_20020217,70534339.09679219,17666535.258611225,0.08909141058080665,0.06097607090490573,185,58,primary_plus_supplemental,LIMITED
2002,2002-04-06,4,2002,True,59.0,59.0,LANDSAT/LE07/C02/T1_L2,96,LANDSAT/LE07/C02/T1_L2/LE07_185057_20020406,2002,True,False,LE07_L2SP_185057_20020406_20200916_02_T1,LE71850572002096SGS01,0,LE07,supplemental,False,LE07_185057_20020406,224139438.11543497,79575252.5575528,0.2831088936849722,0.27465409437654237,185,57,primary_plus_supplemental,LIMITED
2002,2002-04-06,4,2002,True,51.0,51.0,LANDSAT/LE07/C02/T1_L2,96,LANDSAT/LE07/C02/T1_L2/LE07_185058_20020406,2002,True,False,LE07_L2SP_185058_20020406_20200916_02_T1,LE71850582002096SGS01,0,LE07,supplemental,False,LE07_185058_20020406,47634734.21604123,15096669.926755428,0.06016708624894357,0.05210617715395547,185,58,primary_plus_supplemental,LIMITED
2002,2002-04-22,4,2002,True,80.0,80.0,LANDSAT/LE07/C02/T1_L2,112,LANDSAT/LE07/C02/T1_L2/LE07_185057_20020422,2002,True,False,LE07_L2SP_185057_20020422_20200916_02_T1,LE71850572002112SGS00,0,LE07,supplemental,False,LE07_185057_20020422,274298773.2775991,152482780.36336243,0.3464647850226695,0.526294527540793,185,57,primary_plus_supplemental,LIMITED
2002,2002-04-22,4,2002,True,80.0,80.0,LANDSAT/LE07/C02/T1_L2,112,LANDSAT/LE07/C02/T1_L2/LE07_185058_20020422,2002,True,False,LE07_L2SP_185058_20020422_20200916_02_T1,LE71850582002112SGS00,0,LE07,supplemental,False,LE07_185058_20020422,1515655.0536791035,10787.769287109375,0.0019144128720182568,3.723400063042442e-05,185,58,primary_plus_supplemental,LIMITED
2002,2002-06-09,6,2002,True,55.0,55.0,LANDSAT/LE07/C02/T1_L2,160,LANDSAT/LE07/C02/T1_L2/LE07_185057_20020609,2002,True,False,LE07_L2SP_185057_20020609_20200916_02_T1,LE71850572002160EDC00,0,LE07,supplemental,False,LE07_185057_20020609,105186776.82819107,44654501.5998863,0.13286065258529148,0.15412507409740614,185,57,primary_plus_supplemental,LIMITED
2002,2002-06-09,6,2002,True,82.0,82.0,LANDSAT/LE07/C02/T1_L2,160,LANDSAT/LE07/C02/T1_L2/LE07_185058_20020609,2002,True,False,LE07_L2SP_185058_20020609_20200916_02_T1,LE71850582002160EDC00,0,LE07,supplemental,False,LE07_185058_20020609,21806875.07042308,5295492.014368871,0.027544105257970384,0.018277398019350036,185,58,primary_plus_supplemental,LIMITED
2002,2002-09-29,9,2002,True,72.0,72.0,LANDSAT/LE07/C02/T1_L2,272,LANDSAT/LE07/C02/T1_L2/LE07_185057_20020929,2002,True,False,LE07_L2SP_185057_20020929_20200916_02_T1,LE71850572002272SGS00,0,LE07,supplemental,False,LE07_185057_20020929,684377.4919991287,53040.487854003906,0.0008644322313460229,0.0001830693172641241,185,57,primary_plus_supplemental,LIMITED
2002,2002-12-02,12,2002,True,65.0,65.0,LANDSAT/LE07/C02/T1_L2,336,LANDSAT/LE07/C02/T1_L2/LE07_185057_20021202,2002,True,False,LE07_L2SP_185057_20021202_20200916_02_T1,LE71850572002336SGS00,0,LE07,supplemental,False,LE07_185057_20021202,175929019.08226654,60001674.04532685,0.2222146641315818,0.20709586104143102,185,57,primary_plus_supplemental,LIMITED
2002,2002-12-18,12,2002,True,47.0,47.0,LANDSAT/LE07/C02/T1_L2,352,LANDSAT/LE07/C02/T1_L2/LE07_185057_20021218,2002,True,False,LE07_L2SP_185057_20021218_20200916_02_T1,LE71850572002352SGS00,0,LE07,supplemental,False,LE07_185057_20021218,9883446.121975526,326842.2138004079,0.01248370889529251,0.001128096353454237,185,57,primary_plus_supplemental,LIMITED
2003,2003-01-03,1,2003,True,31.0,31.0,LANDSAT/LE07/C02/T1_L2,3,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030103,2003,True,False,LE07_L2SP_185057_20030103_20200916_02_T1,LE71850572003003EDC00,0,LE07,supplemental,False,LE07_185057_20030103,130395848.73551123,42972290.063818365,0.16470204791720408,0.14831891865159905,185,57,primary_plus_supplemental,LIMITED
2003,2003-01-03,1,2003,True,36.0,36.0,LANDSAT/LE07/C02/T1_L2,3,LANDSAT/LE07/C02/T1_L2/LE07_185058_20030103,2003,True,False,LE07_L2SP_185058_20030103_20200916_02_T1,LE71850582003003EDC00,0,LE07,supplemental,False,LE07_185058_20030103,38574245.97878298,8748195.46610299,0.04872284947087678,0.030194408763374238,185,58,primary_plus_supplemental,LIMITED
2003,2003-01-19,1,2003,True,54.0,54.0,LANDSAT/LE07/C02/T1_L2,19,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030119,2003,True,False,LE07_L2SP_185057_20030119_20200916_02_T1,LE71850572003019SGS00,0,LE07,supplemental,False,LE07_185057_20030119,40511539.84342998,8271240.8015538845,0.05116983125763592,0.028548199078326012,185,57,primary_plus_supplemental,LIMITED
2003,2003-02-04,2,2003,True,52.0,52.0,LANDSAT/LE07/C02/T1_L2,35,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030204,2003,True,False,LE07_L2SP_185057_20030204_20200916_02_T1,LE71850572003035SGS00,0,LE07,supplemental,False,LE07_185057_20030204,186704672.17478985,70853169.56151123,0.23582531316063032,0.24454981283973856,185,57,primary_plus_supplemental,LIMITED
2003,2003-02-04,2,2003,True,78.0,78.0,LANDSAT/LE07/C02/T1_L2,35,LANDSAT/LE07/C02/T1_L2/LE07_185058_20030204,2003,True,False,LE07_L2SP_185058_20030204_20200916_02_T1,LE71850582003035SGS00,0,LE07,supplemental,False,LE07_185058_20030204,48959332.34784798,15104180.572651226,0.06184017651287052,0.052132100158663514,185,58,primary_plus_supplemental,LIMITED
2003,2003-02-20,2,2003,True,77.0,77.0,LANDSAT/LE07/C02/T1_L2,51,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030220,2003,True,False,LE07_L2SP_185057_20030220_20200916_02_T1,LE71850572003051SGS00,0,LE07,supplemental,False,LE07_185057_20030220,370409.64959716797,342960.6053969439,0.0004678617337020576,0.0011837290043660424,185,57,primary_plus_supplemental,LIMITED
2003,2003-03-24,3,2003,True,56.0,56.0,LANDSAT/LE07/C02/T1_L2,83,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030324,2003,True,False,LE07_L2SP_185057_20030324_20200916_02_T1,LE71850572003083SGS00,0,LE07,supplemental,False,LE07_185057_20030324,150323608.24446929,78108448.84332801,0.18987265597992142,0.269591419326065,185,57,primary_plus_supplemental,LIMITED
2003,2003-03-24,3,2003,True,66.0,66.0,LANDSAT/LE07/C02/T1_L2,83,LANDSAT/LE07/C02/T1_L2/LE07_185058_20030324,2003,True,False,LE07_L2SP_185058_20030324_20200916_02_T1,LE71850582003083SGS00,0,LE07,supplemental,False,LE07_185058_20030324,7730326.3018016135,3686273.080198759,0.00976411891422596,0.012723176640053553,185,58,primary_plus_supplemental,LIMITED
2003,2003-04-25,4,2003,True,45.0,45.0,LANDSAT/LE07/C02/T1_L2,115,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030425,2003,True,False,LE07_L2SP_185057_20030425_20200915_02_T1,LE71850572003115ASN00,0,LE07,supplemental,False,LE07_185057_20030425,2736823.0826875577,988573.7002482098,0.00345686132554739,0.00341206349511446,185,57,primary_plus_supplemental,LIMITED
2003,2003-05-11,5,2003,True,87.0,87.0,LANDSAT/LE07/C02/T1_L2,131,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030511,2003,True,False,LE07_L2SP_185057_20030511_20200916_02_T1,LE71850572003131ASN00,0,LE07,supplemental,False,LE07_185057_20030511,423452258.5634086,136677694.19704592,0.5348594672060699,0.47174325075517043,185,57,primary_plus_supplemental,LIMITED
2003,2003-05-11,5,2003,True,79.0,79.0,LANDSAT/LE07/C02/T1_L2,131,LANDSAT/LE07/C02/T1_L2/LE07_185058_20030511,2003,True,False,LE07_L2SP_185058_20030511_20200916_02_T1,LE71850582003131ASN00,0,LE07,supplemental,False,LE07_185058_20030511,187631624.88330394,39051270.345241666,0.23699614038323877,0.1347855136641708,185,58,primary_plus_supplemental,LIMITED
2003,2003-05-27,5,2003,True,65.0,65.0,LANDSAT/LE07/C02/T1_L2,147,LANDSAT/LE07/C02/T1_L2/LE07_185057_20030527,2003,True,False,LE07_L2SP_185057_20030527_20200916_02_T1,LE71850572003147ASN00,0,LE07,supplemental,False,LE07_185057_20030527,305506509.4622235,111245401.20187777,0.3858830495633847,0.383963656270631,185,57,primary_plus_supplemental,LIMITED
2003,2003-05-27,5,2003,True,75.0,75.0,LANDSAT/LE07/C02/T1_L2,147,LANDSAT/LE07/C02/T1_L2/LE07_185058_20030527,2003,True,False,LE07_L2SP_185058_20030527_20200916_02_T1,LE71850582003147ASN00,0,LE07,supplemental,False,LE07_185058_20030527,82521012.91460943,19707429.311279777,0.10423169107788341,0.06802021955336578,185,58,primary_plus_supplemental,LIMITED
2003,2003-11-19,11,2003,True,89.0,89.0,LANDSAT/LE07/C02/T1_L2,323,LANDSAT/LE07/C02/T1_L2/LE07_185058_20031119,2003,True,False,LE07_L2SP_185058_20031119_20200915_02_T1,LE71850582003323EDC02,0,LE07,supplemental,True,LE07_185058_20031119,78215.93084716797,78215.93084716797,9.879397323766707e-05,0.0002699623936111304,185,58,primary_plus_supplemental,LIMITED
2003,2003-12-21,12,2003,True,79.0,79.0,LANDSAT/LE07/C02/T1_L2,355,LANDSAT/LE07/C02/T1_L2/LE07_185057_20031221,2003,True,False,LE07_L2SP_185057_20031221_20200915_02_T1,LE71850572003355ASN01,0,LE07,supplemental,True,LE07_185057_20031221,1781217.8692095587,1319264.3456195905,0.0022498433323639867,0.00455344271546417,185,57,primary_plus_supplemental,LIMITED
2004,2004-02-07,2,2004,True,0.0,0.0,LANDSAT/LE07/C02/T1_L2,38,LANDSAT/LE07/C02/T1_L2/LE07_185057_20040207,2004,True,False,LE07_L2SP_185057_20040207_20200915_02_T1,LE71850572004038ASN01,0,LE07,supplemental,True,LE07_185057_20040207,595216154.2074782,218511072.9744622,0.7518131942238448,0.7541912709060101,185,57,primary_plus_supplemental,LIMITED
2004,2004-02-07,2,2004,True,22.0,22.0,LANDSAT/LE07/C02/T1_L2,38,LANDSAT/LE07/C02/T1_L2/LE07_185058_20040207,2004,True,False,LE07_L2SP_185058_20040207_20200915_02_T1,LE71850582004038ASN01,0,LE07,supplemental,True,LE07_185058_20040207,151503226.60029396,33305374.56006529,0.19136262334352308,0.11495354640628212,185,58,primary_plus_supplemental,LIMITED
2004,2004-03-26,3,2004,True,81.0,81.0,LANDSAT/LE07/C02/T1_L2,86,LANDSAT/LE07/C02/T1_L2/LE07_185057_20040326,2004,True,False,LE07_L2SP_185057_20040326_20200915_02_T1,LE71850572004086ASN01,0,LE07,supplemental,True,LE07_185057_20040326,117979177.49706218,45296373.73677979,0.14901864080632826,0.15634049666658384,185,57,primary_plus_supplemental,LIMITED
2004,2004-03-26,3,2004,True,76.0,76.0,LANDSAT/LE07/C02/T1_L2,86,LANDSAT/LE07/C02/T1_L2/LE07_185058_20040326,2004,True,False,LE07_L2SP_185058_20040326_20200915_02_T1,LE71850582004086ASN01,0,LE07,supplemental,True,LE07_185058_20040326,40598105.87845698,3226047.2601071824,0.05127917218671671,0.011134706584812037,185,58,primary_plus_supplemental,LIMITED
2004,2004-12-23,12,2004,True,54.0,54.0,LANDSAT/LE07/C02/T1_L2,358,LANDSAT/LE07/C02/T1_L2/LE07_185057_20041223,2004,True,False,LE07_L2SP_185057_20041223_20200915_02_T1,LE71850572004358EDC00,0,LE07,supplemental,True,LE07_185057_20041223,254604420.5656769,122549153.4722886,0.3215889913872701,0.42297857288231316,185,57,primary_plus_supplemental,LIMITED
2005,2005-01-08,1,2005,True,0.0,0.0,LANDSAT/LE07/C02/T1_L2,8,LANDSAT/LE07/C02/T1_L2/LE07_185058_20050108,2005,True,False,LE07_L2SP_185058_20050108_20200915_02_T1,LE71850582005008ASN00,0,LE07,supplemental,True,LE07_185058_20050108,149035945.3194719,31842260.46808749,0.18824621830701435,0.10990360609209861,185,58,primary_plus_supplemental,PASS
2005,2005-02-09,2,2005,True,69.0,69.0,LANDSAT/LE07/C02/T1_L2,40,LANDSAT/LE07/C02/T1_L2/LE07_185057_20050209,2005,True,False,LE07_L2SP_185057_20050209_20200915_02_T1,LE71850572005040ASN00,0,LE07,supplemental,True,LE07_185057_20050209,3807215.397730928,1989138.2270751954,0.004808866071649931,0.0068655133447671985,185,57,primary_plus_supplemental,PASS
2005,2005-03-29,3,2005,True,67.0,67.0,LANDSAT/LE07/C02/T1_L2,88,LANDSAT/LE07/C02/T1_L2/LE07_185057_20050329,2005,True,False,LE07_L2SP_185057_20050329_20200914_02_T1,LE71850572005088ASN00,0,LE07,supplemental,True,LE07_185057_20050329,46764327.54320261,27957748.151535213,0.05906768191262838,0.09649620645330316,185,57,primary_plus_supplemental,PASS
2005,2005-03-29,3,2005,True,73.0,73.0,LANDSAT/LE07/C02/T1_L2,88,LANDSAT/LE07/C02/T1_L2/LE07_185058_20050329,2005,True,False,LE07_L2SP_185058_20050329_20200914_02_T1,LE71850582005088ASN00,0,LE07,supplemental,True,LE07_185058_20050329,2530268.7561157225,300828.70277769794,0.0031959640583226904,0.0010383106841429246,185,58,primary_plus_supplemental,PASS
2005,2005-04-14,4,2005,True,73.0,73.0,LANDSAT/LE07/C02/T1_L2,104,LANDSAT/LE07/C02/T1_L2/LE07_185057_20050414,2005,True,False,LE07_L2SP_185057_20050414_20200914_02_T1,LE71850572005104ASN00,0,LE07,supplemental,True,LE07_185057_20050414,123179357.98858929,25152367.642402682,0.15558695095422914,0.08681343174190494,185,57,primary_plus_supplemental,PASS
2005,2005-07-19,7,2005,True,62.0,62.0,LANDSAT/LE07/C02/T1_L2,200,LANDSAT/LE07/C02/T1_L2/LE07_185057_20050719,2005,True,False,LE07_L2SP_185057_20050719_20200914_02_T1,LE71850572005200ASN00,0,LE07,supplemental,True,LE07_185057_20050719,71589774.54482901,16613720.778869867,0.09042452341700337,0.05734228027042752,185,57,primary_plus_supplemental,PASS
2005,2005-08-20,8,2005,True,88.0,88.0,LANDSAT/LE07/C02/T1_L2,232,LANDSAT/LE07/C02/T1_L2/LE07_185058_20050820,2005,True,False,LE07_L2SP_185058_20050820_20200914_02_T1,LE71850582005232ASN00,0,LE07,supplemental,True,LE07_185058_20050820,11919666.60853894,2290662.5737201767,0.015055644178510061,0.007906225044681189,185,58,primary_plus_supplemental,PASS
2005,2005-10-23,10,2005,True,44.0,44.0,LANDSAT/LE07/C02/T1_L2,296,LANDSAT/LE07/C02/T1_L2/LE07_185057_20051023,2005,True,False,LE07_L2SP_185057_20051023_20200914_02_T1,LE71850572005296ASN00,0,LE07,supplemental,True,LE07_185057_20051023,52538792.97029575,23361134.450998582,0.06636136718476024,0.08063098790176154,185,57,primary_plus_supplemental,PASS
2005,2005-11-08,11,2005,True,5.0,5.0,LANDSAT/LE07/C02/T1_L2,312,LANDSAT/LE07/C02/T1_L2/LE07_185057_20051108,2005,True,False,LE07_L2SP_185057_20051108_20200914_02_T1,LE71850572005312ASN00,0,LE07,supplemental,True,LE07_185057_20051108,563891610.8376038,212298870.75539914,0.7122473913772045,0.7327498463459473,185,57,primary_plus_supplemental,PASS
2005,2005-11-08,11,2005,True,18.0,18.0,LANDSAT/LE07/C02/T1_L2,312,LANDSAT/LE07/C02/T1_L2/LE07_185058_20051108,2005,True,False,LE07_L2SP_185058_20051108_20200914_02_T1,LE71850582005312ASN00,0,LE07,supplemental,True,LE07_185058_20051108,149753344.75945237,32482397.375885144,0.18915236032062327,0.11211303951564955,185,58,primary_plus_supplemental,PASS
